iTx 	 iRx    ichrec  ifreq 	 sig_misfit   x       y      z
1 	 1 	 Ex 	 1 	 0.000000e+00 	 -1.800000e+03 	 -1.800000e+03 	 2.000000e+00
1 	 2 	 Ex 	 1 	 0.000000e+00 	 -1.560000e+03 	 -1.800000e+03 	 2.000000e+00
1 	 3 	 Ex 	 1 	 0.000000e+00 	 -1.320000e+03 	 -1.800000e+03 	 2.000000e+00
1 	 4 	 Ex 	 1 	 0.000000e+00 	 -1.080000e+03 	 -1.800000e+03 	 2.000000e+00
1 	 5 	 Ex 	 1 	 8.536773e-01 	 -8.400000e+02 	 -1.800000e+03 	 2.000000e+00
1 	 6 	 Ex 	 1 	 3.500091e-01 	 -6.000000e+02 	 -1.800000e+03 	 2.000000e+00
1 	 7 	 Ex 	 1 	 1.361693e+00 	 -3.600000e+02 	 -1.800000e+03 	 2.000000e+00
1 	 8 	 Ex 	 1 	 8.823193e-01 	 -1.200000e+02 	 -1.800000e+03 	 2.000000e+00
1 	 9 	 Ex 	 1 	 3.680038e-01 	 1.200000e+02 	 -1.800000e+03 	 2.000000e+00
1 	 10 	 Ex 	 1 	 1.980290e+00 	 3.600000e+02 	 -1.800000e+03 	 2.000000e+00
1 	 11 	 Ex 	 1 	 1.555407e+00 	 6.000000e+02 	 -1.800000e+03 	 2.000000e+00
1 	 12 	 Ex 	 1 	 7.290451e-01 	 8.400000e+02 	 -1.800000e+03 	 2.000000e+00
1 	 13 	 Ex 	 1 	 2.239842e+00 	 1.080000e+03 	 -1.800000e+03 	 2.000000e+00
1 	 14 	 Ex 	 1 	 9.696085e-01 	 1.320000e+03 	 -1.800000e+03 	 2.000000e+00
1 	 15 	 Ex 	 1 	 2.257902e-01 	 1.560000e+03 	 -1.800000e+03 	 2.000000e+00
1 	 16 	 Ex 	 1 	 7.876434e-01 	 1.800000e+03 	 -1.800000e+03 	 2.000000e+00
1 	 17 	 Ex 	 1 	 0.000000e+00 	 -1.800000e+03 	 -1.560000e+03 	 2.000000e+00
1 	 18 	 Ex 	 1 	 0.000000e+00 	 -1.560000e+03 	 -1.560000e+03 	 2.000000e+00
1 	 19 	 Ex 	 1 	 0.000000e+00 	 -1.320000e+03 	 -1.560000e+03 	 2.000000e+00
1 	 20 	 Ex 	 1 	 0.000000e+00 	 -1.080000e+03 	 -1.560000e+03 	 2.000000e+00
1 	 21 	 Ex 	 1 	 1.800380e+00 	 -8.400000e+02 	 -1.560000e+03 	 2.000000e+00
1 	 22 	 Ex 	 1 	 1.805830e+00 	 -6.000000e+02 	 -1.560000e+03 	 2.000000e+00
1 	 23 	 Ex 	 1 	 1.079500e+00 	 -3.600000e+02 	 -1.560000e+03 	 2.000000e+00
1 	 24 	 Ex 	 1 	 7.156874e-01 	 -1.200000e+02 	 -1.560000e+03 	 2.000000e+00
1 	 25 	 Ex 	 1 	 1.644213e-01 	 1.200000e+02 	 -1.560000e+03 	 2.000000e+00
1 	 26 	 Ex 	 1 	 7.918131e-01 	 3.600000e+02 	 -1.560000e+03 	 2.000000e+00
1 	 27 	 Ex 	 1 	 1.446912e-01 	 6.000000e+02 	 -1.560000e+03 	 2.000000e+00
1 	 28 	 Ex 	 1 	 7.094025e-01 	 8.400000e+02 	 -1.560000e+03 	 2.000000e+00
1 	 29 	 Ex 	 1 	 1.064716e+00 	 1.080000e+03 	 -1.560000e+03 	 2.000000e+00
1 	 30 	 Ex 	 1 	 8.286329e-01 	 1.320000e+03 	 -1.560000e+03 	 2.000000e+00
1 	 31 	 Ex 	 1 	 1.583151e+00 	 1.560000e+03 	 -1.560000e+03 	 2.000000e+00
1 	 32 	 Ex 	 1 	 1.335694e+00 	 1.800000e+03 	 -1.560000e+03 	 2.000000e+00
1 	 33 	 Ex 	 1 	 0.000000e+00 	 -1.800000e+03 	 -1.320000e+03 	 2.000000e+00
1 	 34 	 Ex 	 1 	 0.000000e+00 	 -1.560000e+03 	 -1.320000e+03 	 2.000000e+00
1 	 35 	 Ex 	 1 	 0.000000e+00 	 -1.320000e+03 	 -1.320000e+03 	 2.000000e+00
1 	 36 	 Ex 	 1 	 0.000000e+00 	 -1.080000e+03 	 -1.320000e+03 	 2.000000e+00
1 	 37 	 Ex 	 1 	 9.912354e-01 	 -8.400000e+02 	 -1.320000e+03 	 2.000000e+00
1 	 38 	 Ex 	 1 	 1.383872e-01 	 -6.000000e+02 	 -1.320000e+03 	 2.000000e+00
1 	 39 	 Ex 	 1 	 9.800982e-01 	 -3.600000e+02 	 -1.320000e+03 	 2.000000e+00
1 	 40 	 Ex 	 1 	 6.840571e-01 	 -1.200000e+02 	 -1.320000e+03 	 2.000000e+00
1 	 41 	 Ex 	 1 	 1.398312e+00 	 1.200000e+02 	 -1.320000e+03 	 2.000000e+00
1 	 42 	 Ex 	 1 	 8.581644e-01 	 3.600000e+02 	 -1.320000e+03 	 2.000000e+00
1 	 43 	 Ex 	 1 	 1.023562e-01 	 6.000000e+02 	 -1.320000e+03 	 2.000000e+00
1 	 44 	 Ex 	 1 	 2.140483e+00 	 8.400000e+02 	 -1.320000e+03 	 2.000000e+00
1 	 45 	 Ex 	 1 	 1.060068e+00 	 1.080000e+03 	 -1.320000e+03 	 2.000000e+00
1 	 46 	 Ex 	 1 	 1.096354e-01 	 1.320000e+03 	 -1.320000e+03 	 2.000000e+00
1 	 47 	 Ex 	 1 	 2.914376e-01 	 1.560000e+03 	 -1.320000e+03 	 2.000000e+00
1 	 48 	 Ex 	 1 	 7.815397e-01 	 1.800000e+03 	 -1.320000e+03 	 2.000000e+00
1 	 49 	 Ex 	 1 	 0.000000e+00 	 -1.800000e+03 	 -1.080000e+03 	 2.000000e+00
1 	 50 	 Ex 	 1 	 0.000000e+00 	 -1.560000e+03 	 -1.080000e+03 	 2.000000e+00
1 	 51 	 Ex 	 1 	 0.000000e+00 	 -1.320000e+03 	 -1.080000e+03 	 2.000000e+00
1 	 52 	 Ex 	 1 	 8.914150e-02 	 -1.080000e+03 	 -1.080000e+03 	 2.000000e+00
1 	 53 	 Ex 	 1 	 4.699995e-01 	 -8.400000e+02 	 -1.080000e+03 	 2.000000e+00
1 	 54 	 Ex 	 1 	 1.176663e+00 	 -6.000000e+02 	 -1.080000e+03 	 2.000000e+00
1 	 55 	 Ex 	 1 	 3.019419e-01 	 -3.600000e+02 	 -1.080000e+03 	 2.000000e+00
1 	 56 	 Ex 	 1 	 1.048167e+00 	 -1.200000e+02 	 -1.080000e+03 	 2.000000e+00
1 	 57 	 Ex 	 1 	 1.698339e+00 	 1.200000e+02 	 -1.080000e+03 	 2.000000e+00
