iTx 	 iRx    chrec  ifreq 	 emf_real 	 emf_imag
10 	 1 	 Ex 	 1 	 -2.500468e-11 	 1.589594e-11
10 	 2 	 Ex 	 1 	 -3.293003e-11 	 1.777456e-11
10 	 3 	 Ex 	 1 	 -4.087201e-11 	 1.957240e-11
10 	 4 	 Ex 	 1 	 -4.756847e-11 	 2.088435e-11
10 	 5 	 Ex 	 1 	 -5.345167e-11 	 2.198857e-11
10 	 6 	 Ex 	 1 	 -4.928673e-11 	 2.279183e-11
10 	 7 	 Ex 	 1 	 -5.688660e-11 	 2.304207e-11
10 	 8 	 Ex 	 1 	 -5.323868e-11 	 2.270698e-11
10 	 9 	 Ex 	 1 	 -4.780430e-11 	 2.206997e-11
10 	 10 	 Ex 	 1 	 -3.919393e-11 	 2.050793e-11
10 	 11 	 Ex 	 1 	 -3.045490e-11 	 1.906286e-11
10 	 12 	 Ex 	 1 	 -2.223614e-11 	 1.709428e-11
10 	 13 	 Ex 	 1 	 -1.482612e-11 	 1.478946e-11
10 	 14 	 Ex 	 1 	 -9.978707e-12 	 1.301029e-11
10 	 15 	 Ex 	 1 	 -5.257411e-12 	 1.077495e-11
10 	 16 	 Ex 	 1 	 -3.409670e-12 	 9.311682e-12
10 	 17 	 Ex 	 1 	 -2.566068e-11 	 1.857182e-11
10 	 18 	 Ex 	 1 	 -3.557688e-11 	 2.085216e-11
10 	 19 	 Ex 	 1 	 -4.735062e-11 	 2.331060e-11
10 	 20 	 Ex 	 1 	 -5.960088e-11 	 2.568905e-11
10 	 21 	 Ex 	 1 	 -6.794450e-11 	 2.682946e-11
10 	 22 	 Ex 	 1 	 -6.291729e-11 	 2.752060e-11
10 	 23 	 Ex 	 1 	 -7.333079e-11 	 2.819434e-11
10 	 24 	 Ex 	 1 	 -6.718792e-11 	 2.750661e-11
10 	 25 	 Ex 	 1 	 -5.861149e-11 	 2.660785e-11
10 	 26 	 Ex 	 1 	 -4.614620e-11 	 2.505704e-11
10 	 27 	 Ex 	 1 	 -3.263149e-11 	 2.270975e-11
10 	 28 	 Ex 	 1 	 -1.987406e-11 	 2.037045e-11
10 	 29 	 Ex 	 1 	 -1.105205e-11 	 1.774012e-11
10 	 30 	 Ex 	 1 	 -4.933209e-12 	 1.516495e-11
10 	 31 	 Ex 	 1 	 -4.147918e-13 	 1.240231e-11
10 	 32 	 Ex 	 1 	 6.890115e-13 	 1.060363e-11
10 	 33 	 Ex 	 1 	 -2.447949e-11 	 2.174634e-11
10 	 34 	 Ex 	 1 	 -3.992422e-11 	 2.511969e-11
10 	 35 	 Ex 	 1 	 -5.776122e-11 	 2.844069e-11
10 	 36 	 Ex 	 1 	 -7.503128e-11 	 3.118852e-11
10 	 37 	 Ex 	 1 	 -8.972556e-11 	 3.325082e-11
10 	 38 	 Ex 	 1 	 -8.497549e-11 	 3.417249e-11
10 	 39 	 Ex 	 1 	 -9.905062e-11 	 3.490752e-11
10 	 40 	 Ex 	 1 	 -9.035093e-11 	 3.381738e-11
10 	 41 	 Ex 	 1 	 -7.666025e-11 	 3.258149e-11
10 	 42 	 Ex 	 1 	 -5.273131e-11 	 2.963679e-11
10 	 43 	 Ex 	 1 	 -3.151038e-11 	 2.765329e-11
10 	 44 	 Ex 	 1 	 -1.224654e-11 	 2.445766e-11
10 	 45 	 Ex 	 1 	 -6.337976e-13 	 2.096753e-11
10 	 46 	 Ex 	 1 	 4.363589e-12 	 1.758601e-11
10 	 47 	 Ex 	 1 	 7.539227e-12 	 1.447411e-11
10 	 48 	 Ex 	 1 	 7.899138e-12 	 1.198598e-11
10 	 49 	 Ex 	 1 	 -1.577706e-11 	 2.543340e-11
10 	 50 	 Ex 	 1 	 -3.802260e-11 	 2.983327e-11
10 	 51 	 Ex 	 1 	 -6.736072e-11 	 3.446781e-11
10 	 52 	 Ex 	 1 	 -9.870584e-11 	 3.878867e-11
10 	 53 	 Ex 	 1 	 -1.263094e-10 	 4.202639e-11
10 	 54 	 Ex 	 1 	 -1.230659e-10 	 4.361895e-11
10 	 55 	 Ex 	 1 	 -1.429422e-10 	 4.360531e-11
10 	 56 	 Ex 	 1 	 -1.302840e-10 	 4.164158e-11
10 	 57 	 Ex 	 1 	 -1.012151e-10 	 3.910748e-11
10 	 58 	 Ex 	 1 	 -6.149106e-11 	 3.628678e-11
10 	 59 	 Ex 	 1 	 -2.204877e-11 	 3.346411e-11
10 	 60 	 Ex 	 1 	 7.298139e-12 	 2.981951e-11
10 	 61 	 Ex 	 1 	 1.830920e-11 	 2.532386e-11
10 	 62 	 Ex 	 1 	 2.119087e-11 	 2.063738e-11
10 	 63 	 Ex 	 1 	 1.973130e-11 	 1.679270e-11
10 	 64 	 Ex 	 1 	 1.738052e-11 	 1.349252e-11
10 	 65 	 Ex 	 1 	 5.831339e-12 	 2.945924e-11
10 	 66 	 Ex 	 1 	 -2.296585e-11 	 3.532485e-11
10 	 67 	 Ex 	 1 	 -7.023418e-11 	 4.278057e-11
10 	 68 	 Ex 	 1 	 -1.295614e-10 	 4.820336e-11
10 	 69 	 Ex 	 1 	 -1.904645e-10 	 5.462370e-11
10 	 70 	 Ex 	 1 	 -1.998537e-10 	 5.830542e-11
10 	 71 	 Ex 	 1 	 -2.199692e-10 	 5.530327e-11
10 	 72 	 Ex 	 1 	 -1.970082e-10 	 5.224458e-11
10 	 73 	 Ex 	 1 	 -1.333450e-10 	 4.745967e-11
10 	 74 	 Ex 	 1 	 -5.674178e-11 	 4.342399e-11
10 	 75 	 Ex 	 1 	 7.789073e-12 	 4.009045e-11
10 	 76 	 Ex 	 1 	 4.346155e-11 	 3.608010e-11
10 	 77 	 Ex 	 1 	 5.301901e-11 	 3.087624e-11
10 	 78 	 Ex 	 1 	 4.643839e-11 	 2.427504e-11
10 	 79 	 Ex 	 1 	 3.904408e-11 	 1.929968e-11
10 	 80 	 Ex 	 1 	 2.986274e-11 	 1.496133e-11
10 	 81 	 Ex 	 1 	 4.825560e-11 	 3.443322e-11
10 	 82 	 Ex 	 1 	 2.284825e-11 	 4.249325e-11
10 	 83 	 Ex 	 1 	 -4.196928e-11 	 5.259824e-11
10 	 84 	 Ex 	 1 	 -1.558263e-10 	 6.348898e-11
10 	 85 	 Ex 	 1 	 -3.123970e-10 	 7.398476e-11
10 	 86 	 Ex 	 1 	 -3.718170e-10 	 8.029036e-11
10 	 87 	 Ex 	 1 	 -3.943208e-10 	 7.646348e-11
10 	 88 	 Ex 	 1 	 -2.942315e-10 	 6.663011e-11
10 	 89 	 Ex 	 1 	 -1.535443e-10 	 5.871617e-11
10 	 90 	 Ex 	 1 	 -2.299060e-11 	 5.221863e-11
10 	 91 	 Ex 	 1 	 7.217869e-11 	 4.780758e-11
10 	 92 	 Ex 	 1 	 1.037153e-10 	 4.305976e-11
10 	 93 	 Ex 	 1 	 1.023140e-10 	 3.598977e-11
10 	 94 	 Ex 	 1 	 8.335709e-11 	 2.857811e-11
10 	 95 	 Ex 	 1 	 6.065180e-11 	 2.103407e-11
10 	 96 	 Ex 	 1 	 4.635204e-11 	 1.678764e-11
10 	 97 	 Ex 	 1 	 1.339100e-10 	 3.926564e-11
10 	 98 	 Ex 	 1 	 1.360515e-10 	 4.917533e-11
10 	 99 	 Ex 	 1 	 9.389109e-11 	 6.438761e-11
10 	 100 	 Ex 	 1 	 -9.123585e-11 	 8.563882e-11
10 	 101 	 Ex 	 1 	 -5.264777e-10 	 1.057614e-10
10 	 102 	 Ex 	 1 	 -8.395497e-10 	 1.188942e-10
10 	 103 	 Ex 	 1 	 -7.837144e-10 	 1.109142e-10
10 	 104 	 Ex 	 1 	 -3.972813e-10 	 8.832392e-11
10 	 105 	 Ex 	 1 	 -7.916969e-11 	 7.286635e-11
10 	 106 	 Ex 	 1 	 1.016228e-10 	 6.239828e-11
10 	 107 	 Ex 	 1 	 1.850505e-10 	 5.607896e-11
10 	 108 	 Ex 	 1 	 2.085678e-10 	 5.130284e-11
10 	 109 	 Ex 	 1 	 1.731943e-10 	 4.214187e-11
10 	 110 	 Ex 	 1 	 1.295324e-10 	 3.225325e-11
10 	 111 	 Ex 	 1 	 9.119885e-11 	 2.423100e-11
10 	 112 	 Ex 	 1 	 6.416578e-11 	 1.867540e-11
10 	 113 	 Ex 	 1 	 2.686704e-10 	 4.399313e-11
10 	 114 	 Ex 	 1 	 3.953564e-10 	 5.859468e-11
10 	 115 	 Ex 	 1 	 5.285147e-10 	 8.044570e-11
10 	 116 	 Ex 	 1 	 4.490856e-10 	 1.147739e-10
10 	 117 	 Ex 	 1 	 -7.717894e-10 	 1.570056e-10
10 	 118 	 Ex 	 1 	 -2.355901e-09 	 1.834006e-10
10 	 119 	 Ex 	 1 	 -1.870741e-09 	 1.725634e-10
10 	 120 	 Ex 	 1 	 -2.303259e-10 	 1.234484e-10
10 	 121 	 Ex 	 1 	 3.313703e-10 	 9.358161e-11
10 	 122 	 Ex 	 1 	 4.379707e-10 	 7.767018e-11
10 	 123 	 Ex 	 1 	 4.043698e-10 	 6.667381e-11
10 	 124 	 Ex 	 1 	 3.464980e-10 	 5.895043e-11
10 	 125 	 Ex 	 1 	 2.649777e-10 	 4.847917e-11
10 	 126 	 Ex 	 1 	 1.791931e-10 	 3.601907e-11
10 	 127 	 Ex 	 1 	 1.211130e-10 	 2.686470e-11
10 	 128 	 Ex 	 1 	 8.259819e-11 	 2.028701e-11
10 	 129 	 Ex 	 1 	 4.454663e-10 	 4.841026e-11
